mean,kernel_reg_raw,kernel_reg_sir,kernel_reg_save,rf,sir_rf,save_rf,mf,mft,fold
71647546.95506199,6070843.229544945,11037043.784907361,34525734.024102986,11379879.445656184,23878265.389365435,26083266.85590244,8826197.691866495,9424474.237138946,0
25721490.667431783,569743.8164010281,758175.741370681,4149864.6322238455,1509708.3412500005,2181413.1218749997,17814030.284807168,3911727.989955712,5431299.608857959,1
17551072.609097634,2453128.208439354,2602245.467285863,5513768.417839942,1841633.8502840272,2842962.124861111,5166116.088819445,2022539.4412721181,3473400.2356457477,2
15368026.49070248,6716737.148889739,6378508.436876422,11148383.140901908,5784766.442405068,3194743.6936111106,9153947.60102105,3883110.0146200038,5659972.0355994105,3
53286149.40258387,17859440.96855022,18591221.497224458,27336150.00720304,16788943.99410983,22345098.503750004,50422658.61250681,17796390.379741922,7676977.7470333055,4
15662583.101912072,2394958.529166411,2920924.961652088,3430762.9342785543,2346780.0687499996,2853738.567013889,7322149.533194445,2773643.286556613,1610450.727149437,5
29594695.09245562,6522825.54097864,5139158.496816947,9507157.844706662,3491842.031700721,4072458.5078515625,18760818.620625,4536787.207985374,5320382.247838611,6
39961012.88378405,6501134.800430028,5524411.531303019,8183869.43952876,3319864.792499999,9037336.80659722,12680371.681875,2976350.5344830463,3592624.700245062,7
45897053.17947699,4697988.505584145,3713988.881090896,5453796.088480034,3088311.7663194444,2107632.2765780482,8160455.87838125,4793412.18226653,1899180.8187065972,8
31761717.67160494,2633129.6686092587,2228174.1407274725,2071222.7516814924,3949162.3942113114,4215245.759416906,13956308.585333336,2622268.896227384,5856472.782321655,9
