mean,kernel_reg_raw,kernel_reg_sir,kernel_reg_save,rf,sir_rf,save_rf,mf,mft,fold
27028109.31693787,3752405.096966068,3569451.397628976,8749756.2088017,4352544.24375,9501143.886806982,11798195.975,4335117.390490451,5714632.02110243,0
22348749.832714923,2755640.585368763,3695093.978886581,6008746.632109149,3522879.1218923605,9498086.133799877,8487285.52875,3101713.356156489,4348244.170504303,1
24755200.821788352,1262371.0574880722,1956505.4364729216,7482333.6754203,815431.3131249999,2400602.142777778,13396170.435078124,2065580.3322754726,3718287.493919125,2
66166020.73121853,15207705.556852773,11310411.141252235,22802483.333259217,2520536.1081250003,6231037.79625,21523138.095293112,6881365.896197917,1875840.0372203887,3
18256378.307203285,2965820.996801915,2556103.051566626,2851729.834768434,2857457.2628472038,5368329.361406252,11088770.342713004,2694583.2074209102,5076866.954917304,4
25182627.707840238,2357160.608474261,2333073.2359290738,7320269.301426743,953988.037361111,2169614.8051906293,4674003.210876736,4208073.814805884,3443911.2696815124,5
50803378.9343886,22195756.313049793,24218649.844878122,29304856.58153463,18429451.38375,18496816.110420454,39297477.814375006,19286427.791747354,15076605.474895502,6
47445038.502903566,6634400.212482803,6638318.656721966,14175776.012823377,6821664.4273260245,8399764.241789894,19412964.566754617,7010681.38364187,6805166.098068732,7
21004826.913968902,5733721.264937611,4065670.099160606,9802004.073474677,5044517.607809414,4409177.9334027795,11584314.871144054,5772545.201608374,2752481.918555392,8
44914112.133526236,1391840.8818896154,1122005.4072686436,21770360.05872092,636996.9926666665,5969170.528154042,24564260.312666666,2279007.7061358155,1316573.4610828685,9
