mean,kernel_reg_raw,kernel_reg_sir,kernel_reg_save,rf,sir_rf,save_rf,mf,trim,fold
16723268.121949727,3616835.691802633,3570795.293018431,5263479.14194447,1061378.2588083833,3164426.6581250005,7106854.433750001,3423388.7658761786,3501638.2351897056,0
20670238.83251626,5568822.023858989,2932288.5741406134,9629860.872043902,4514378.2150412565,6553102.470000001,3906375.5312499995,3571721.7362913815,3515551.980890961,1
45587555.47044171,6307882.07253392,5327929.8750368925,6296387.047854736,5612920.2619605055,5712639.628615454,10447838.933045894,5164054.8041900825,2389950.856455349,2
41389178.23795785,6300942.319378216,1833144.722504518,21768741.763474226,9781229.227665039,3680760.808125,14274622.522499999,4520700.912429364,924530.9724500482,3
29032408.729192138,5414987.963823676,4240877.834604887,6551986.75265952,3617936.93625,5494442.378750001,3443294.250000001,5173568.562522534,1897883.1149621096,4
45758842.584515125,6742084.451898032,4206568.27315141,9819632.612851711,3101252.8525,5580973.85875,37602095.93779079,5529887.4898861805,7266741.821752691,5
40384985.35655472,3035818.7443648838,7564332.97929897,10403122.195511572,4091671.552500001,17007370.449444447,14505393.871159647,8830531.301249953,6498833.582818175,6
28483880.1243765,4402253.256665397,3389801.268267772,6136434.669633534,2760477.005,1686793.040268424,12219139.36931154,5877914.184083405,4651248.353224218,7
56562722.78529512,20837496.165361244,23137398.521059044,27047551.403140802,9215020.752851563,18738955.668541666,12744355.771875003,17745421.83207095,9556041.538829364,8
19789193.023341052,3928176.5242620753,4014770.5757967727,9686434.008168489,3730751.334284222,3273707.686222223,10607402.975668015,3866860.9425769527,4767955.500394856,9
