mean,kernel_reg_raw,kernel_reg_sir,kernel_reg_save,rf,sir_rf,save_rf,mf,mft,fold
20302568.49580053,3041651.391323936,1817553.2547677052,3932028.7126112417,6518453.695625001,2087976.8325000003,6028425.585624998,3034759.5524402913,3225421.324341188,0
25571155.51759866,2294497.202624296,2437985.4071509913,6563351.453888996,1012806.2631249998,3582379.275624999,4971786.3319320725,3350488.3577506705,1702410.8060012278,1
55353771.93140863,5133510.895201681,6222104.410079284,21158249.432778176,5720770.468749999,3537005.241707986,17128232.801891826,8579310.043489479,8199556.394747921,2
74441874.81666279,8565084.466251053,17773746.02806011,30142073.62498587,8109476.406874998,24580539.86706637,29400992.410624996,9910903.097942635,7626827.873087674,3
26400728.53765771,4788513.621830306,4617642.964714225,4268231.773149893,2161720.972191841,2966551.270781249,12457082.499753723,7197198.637269223,5437377.54420533,4
52437778.89579259,24408130.761769973,24480471.096787024,30659809.272262394,15614948.607500002,16341988.359374998,23126775.49140625,16249129.704750143,10297844.622172968,5
18130372.380843803,5240808.571127971,3560625.0039579044,6290791.513476542,2276443.609375,6654242.073125001,5543137.408196704,3919659.173665364,3845203.483077083,6
22722562.589848526,2216284.7649083124,2269573.2396342102,2615325.9649643763,4348583.447943962,4460100.508889062,7794390.465205037,2660320.043968923,2099659.093228095,7
23177624.308642842,2887320.9978264025,2890242.7657191996,7261515.6997964345,2555036.9111111104,4422335.305624999,16262835.454531249,5962882.949479164,4110193.148340501,8
34049288.76625193,2339507.6308735902,1585004.7628933946,5311958.425987738,2687203.8962599603,1441206.299796296,12578505.04112963,2401892.009888889,962702.8775036604,9
