mean,kernel_reg_raw,kernel_reg_sir,kernel_reg_save,rf,sir_rf,save_rf,mf,mft,fold
0.06965624941616526,0.012600034873247679,0.012645936261787881,0.01261171364802746,0.021638948810179637,0.016868221281725642,0.011388472404760853,0.02729827821917038,0.01642682311044676,0
0.06747603052400865,0.012036742530784652,0.012072564628271231,0.012030144411311412,0.022689449469874227,0.0140368723174861,0.010517396886327487,0.024487607703108052,0.014794387090494295,1
0.06985217439222183,0.010983805194820737,0.011027177159886992,0.011003728231668486,0.02016487696177125,0.016242128753200635,0.010631934244652553,0.02335315502292019,0.014621898630338841,2
0.07013655184492994,0.01252742098147647,0.012574609168290726,0.012545937554040935,0.023285154942386484,0.01605387895759013,0.010542429125308459,0.025967244401943288,0.015827137845447134,3
0.07457531388266167,0.013504402301084451,0.013574612887860727,0.013552039970294987,0.02132299012638756,0.016460242224421787,0.010753910605323679,0.026401005126507945,0.015255368432381393,4
0.06950279284146464,0.013802845071982608,0.01384049667214427,0.013820601475868523,0.022311708057213848,0.01683051880880787,0.011149690362979867,0.025699761669604696,0.016413278520433,5
0.06740163940108101,0.011741782172804964,0.011793406522154725,0.011770569782376589,0.02069471865125798,0.015379542242692173,0.010456187269445522,0.023618264367238608,0.01562919099621805,6
0.0655613899215633,0.012900980722306193,0.01291445566430726,0.012870694308113837,0.020477232703975574,0.017286231531290087,0.010724162257039345,0.02562317535810853,0.015064912302267416,7
0.07276577621936176,0.013085234318883941,0.013098976537967684,0.013056807785117745,0.023608551678274588,0.016171778226778535,0.010194563392667999,0.026460904399431547,0.015594961568035928,8
0.06802833020920655,0.012962817246430437,0.013008750535669314,0.013002011904769784,0.023791891893246844,0.01881259098403762,0.0107082526116091,0.026627590723947592,0.016883657481069663,9
