mean,kernel_reg_raw,kernel_reg_sir,kernel_reg_save,rf,sir_rf,save_rf,mf,trim,fold
6314.032658174484,4781.836704038417,3024.967286975805,4592.653060996644,3204.4411224765263,3000.1494593738444,3988.35275430446,4119.2914589408665,3195.2589918797016,0
5843.686138481939,3524.730209060726,3405.3407506873477,4898.588801603373,3019.543076127682,3179.4147686772335,3758.529824934577,3428.045076170911,3135.2457392614333,1
6201.805400345722,4673.165810978118,3895.2775478998856,5377.949716877547,4725.551600837795,4402.57934461668,4941.22340909091,4982.882580898836,4251.874748822301,2
7027.383057934719,4864.659223521872,3794.690805845836,5184.488460862608,4557.559433276372,3978.926054424082,4080.816707242317,4561.734091312956,3606.26371270502,3
5460.369343864136,4239.337628074887,3622.431046216549,4172.472636725765,4544.466740771443,4349.032119844619,4140.021818181819,4355.35418438261,3834.845922516221,4
5225.21365335127,4923.219802882484,3029.415194188722,3959.1566965299894,3100.7553998744365,2987.4829324481034,3283.0891001773966,3186.3204900073524,2953.0328921054042,5
4401.760255709796,3422.872174116348,2092.9678322744103,2912.4478509193764,2141.735026127674,2186.7125843783365,2241.083953746258,2356.5477698481604,2533.5292268587946,6
6386.6427690072105,3962.50355739293,3232.58934192352,5313.987219267851,3344.9918906163703,3008.2739209263686,3108.040718708753,2865.6670439262098,3525.2890338015977,7
5186.579105555185,2094.0389337873326,2366.8893525907088,3674.9721959492135,3337.060019239602,2670.3802532870072,2996.283181818182,2510.139229295702,2560.590046663785,8
7646.649197908224,3737.9677759822557,2702.1928239318513,6008.491051276151,3086.419612814192,2751.9998048797,3265.670681818182,3271.235244566146,2801.475370135227,9
