mean,kernel_reg_raw,kernel_reg_sir,kernel_reg_save,rf,sir_rf,save_rf,mf,trim,fold
21364794.152736686,4598006.483267485,3337787.824496192,3843257.5562405987,2668962.1218923614,2355769.921662999,5172922.469952601,2475562.580808035,1462716.9176788055,0
25288828.01624163,1784189.0053252876,1445488.55182572,4243796.006388077,1070798.6654210067,2306977.829093721,3792769.297539063,1902503.2100196644,1464329.1581861186,1
14506202.819621373,3583797.732948362,1842361.3483984298,3966252.8306011623,1549042.4871006943,1378302.40078125,5689474.424321493,1429448.953706563,3997853.6518955156,2
63800171.98572362,14909289.869646091,2766016.0120761516,28430929.908938855,3073853.2856250014,2313964.4806250003,41528310.157569446,5752480.119826391,1826494.556169631,3
45341881.13035478,7493871.180194283,6397030.620614225,14300008.04785584,6726370.894374999,12159064.561551902,19912107.922226563,8414798.486309187,8112201.08192222,4
52773961.18697431,22463400.69943446,17629781.577415586,33180685.24440052,9485441.212499999,17196296.100751918,20846322.378125,19363820.26850022,14657445.662886703,5
38502614.22032862,5332680.157990032,5454222.644147118,10837962.653975856,3812847.2403124985,5465879.8218749985,18384781.834374998,5711315.263898961,5265003.422019954,6
16218464.367741086,1102574.2845475727,1474382.3420617098,3691252.4916987387,976076.5685503471,4007973.40830056,14274538.554764166,1596047.3903964502,1851298.2750215142,7
23067710.172046922,1297161.4892736177,1365144.6359157974,3270385.6675378745,3227079.4452777784,3452468.1881249994,6439190.848476764,860781.9265860433,3971250.3522352166,8
48665437.88784722,5418613.288433766,5216783.7313400265,6591129.728572928,9294717.509055026,13251755.636279443,6797980.804074072,4132301.326185142,3120479.712048293,9
