mean,kernel_reg_raw,kernel_reg_sir,kernel_reg_save,rf,sir_rf,save_rf,mf,mft,fold
0.02274550162321315,0.0020876877893274306,0.0020871961518529455,0.0020889263505268693,0.0010085913110527804,0.0008666411147432596,0.0008818444769592197,0.007601977271971389,0.0010990202184276217,0
0.022549511300548046,0.0022097103750347027,0.0022130286926868637,0.0022151248899518502,0.0009316655846036121,0.0008369633039147234,0.0008773713007139437,0.007749419763658572,0.001088837605985266,1
0.021854997116243603,0.0021113220537625904,0.002111890262060603,0.00210931670225872,0.0009346924817036409,0.0008846054155700509,0.0008764663587454474,0.007213649926499785,0.0012418520442568253,2
0.02334415716729115,0.0024113290432914614,0.0024119585259157594,0.0024107114333475244,0.0010103119579495687,0.0009457363593855941,0.0009286442372246828,0.008315719078291206,0.0012499854378799768,3
0.02284841815466327,0.002011975891418293,0.0020070494604059502,0.002008851957806077,0.0008904895964018929,0.0008978389905252948,0.0008910340300962168,0.00780396406378004,0.0010802703801826945,4
0.023635673023586875,0.002405834033434472,0.0024069695483941275,0.0024061902888382913,0.0010171908929162334,0.0008806268179867327,0.0008538010058494452,0.007211763270082359,0.0011665270514824423,5
0.023647901679207,0.00243053114735922,0.002435319248018781,0.0024350432036259802,0.0010347166503682627,0.000913557213077333,0.0009318211856997303,0.008644390665009844,0.001131234212807127,6
0.025206411792735375,0.002307753579128064,0.002311835963698374,0.0023117638414082127,0.0012770693977381484,0.0011973742908115274,0.0012594218667027418,0.008485269963880038,0.0012848520372214895,7
0.023336220457251772,0.0022527033078092004,0.002256720084535762,0.002257013590677607,0.0011272917352948548,0.0010844644686566016,0.0011009254867218481,0.008114795045033546,0.0013958638767349427,8
0.021656312814465742,0.002179960694159319,0.0021821044363851453,0.0021805351019317373,0.0010922343761533165,0.0009303876564111558,0.0009561998269616652,0.006970370901367063,0.0011284929198453915,9
