mean,kernel_reg_raw,kernel_reg_sir,kernel_reg_save,rf,sir_rf,save_rf,mf,mft,fold
0.024932219529346135,0.0023610490810558006,0.0023684041115463166,0.0023704250886341575,0.0010407286825312974,0.0009612845040240595,0.0009848706979329977,0.008234101694432176,0.0011312316999513713,0
0.02252370247561296,0.0021273127604329264,0.002129587855252251,0.0021323907188258657,0.0010042883885694176,0.0009076608947927392,0.0009315255875431837,0.007683970094608905,0.0010152000390720372,1
0.022297577739102025,0.0021106040643000673,0.002115810461564456,0.0021170272309041314,0.0010372598203551482,0.0008636932283767634,0.0009197856977878505,0.008581057439745446,0.0011208865567044887,2
0.0239582255697551,0.0020902557190887673,0.002090323595196311,0.002089410472062496,0.0010037551101162072,0.0009614104972910115,0.0009577514173513502,0.008163454279164352,0.0011547774029961261,3
0.02229561239711234,0.002207742193713465,0.0022086912272345676,0.002208643792880431,0.0009089879206840614,0.0008488985915872756,0.0008338701653281106,0.007019906091838495,0.0010691348698288613,4
0.02217590517229953,0.0022746813334250746,0.0022727842137491923,0.002269666960996608,0.0010374567919754156,0.0010269836320228756,0.0009116769408774937,0.0071674658382232335,0.001191794084504784,5
0.023181557487628575,0.002288423220523363,0.0022830834286865723,0.002282003750416721,0.0010279563430881133,0.0009396229115939807,0.0010051115120892611,0.00745645107233915,0.0011566415545221254,6
0.02230521359778819,0.002226010307018417,0.0022267358829233678,0.002226640218425428,0.0010242590106058448,0.000969003117016714,0.0009565842029697932,0.007993901818480519,0.0013157552460431913,7
0.02284475608766201,0.002293311133486836,0.002298353742184213,0.002296092654655449,0.001128685347342435,0.0009807097528381076,0.00101485934041854,0.00816070149832626,0.0012137361730269098,8
0.024260161542531137,0.0023586875274287625,0.0023630960600373413,0.002363666235272968,0.0011139898253162326,0.0010055154225236025,0.0010352542104445442,0.008143490219273608,0.0013543414640344886,9
