mean,kernel_reg_raw,kernel_reg_sir,kernel_reg_save,rf,sir_rf,save_rf,mf,mft,fold
206.73307030452483,41.19986349279689,51.753493267757065,101.84382051814569,51.7455974673231,29.891724137931035,96.43310344827584,58.06891169248726,32.040525791960306,0
218.3281660899654,36.821983749791436,59.35227003617791,91.02834910164313,36.85712845580151,55.076612202956184,53.73724137931035,29.779209924880636,34.04549977427752,1
234.3776398997733,37.516962138766594,61.34641639279105,86.01685059514979,62.015051313541,22.272068965517242,27.80137931034482,29.53440548927904,24.56945833081405,2
163.60954062761004,98.36973102578389,101.27000984513664,109.59189649270651,108.80259043378197,93.76965517241378,121.57553011830633,96.71730269969783,109.34721241470608,3
154.2806134905134,30.15333542646519,56.30208990367076,61.714325517772224,21.294020436012723,27.031785714285714,21.46827777214205,34.62139348689106,25.144953794547426,4
174.12027195521765,42.34348280109845,59.45336086069147,83.3841862213952,58.22210021267997,45.30214285714287,50.52758662812932,40.87670658283154,40.37274045072469,5
271.5485142299107,35.72312161865297,72.91091309279133,138.77127701877492,53.426785714285714,48.41945310974903,38.136463893669315,45.780263070747665,50.40523299284873,6
267.8299364362444,45.13196684645239,79.19833413151807,123.39759788231697,102.77785714285714,69.30860648464433,37.920357142857135,68.71107567691095,41.69706393429281,7
224.93121337890625,56.53395652886858,103.81642373395489,122.98449773233776,93.59794489894054,76.58609282352529,40.58558823702618,65.23766293824538,46.166950694433076,8
216.41671098981584,42.54269511749567,67.25998475834733,193.9548816205509,52.157074019844686,55.838214285714294,47.82642857142857,34.66080313910222,34.966425513210176,9
