mean,kernel_reg_raw,kernel_reg_sir,kernel_reg_save,rf,sir_rf,save_rf,mf,trim,fold
5099.304665060723,4080.7421149918637,2887.201666071476,3736.701070122136,3300.6788087795385,2825.5441572401674,3306.2471000046603,3495.5504082676684,2709.236942458906,0
6925.404105236517,4358.406466972955,3008.9688555831644,5568.40056063605,2966.015207137729,2496.3728047197533,3256.021051076123,3381.4182809779104,2743.2821361598376,1
6288.60233843957,4186.351461702255,3964.984070364486,4890.396419395271,4493.166297186228,3986.3894788793496,3795.7644373450385,4394.668027122094,3955.746132089685,2
5982.4631798783785,3109.3987275290942,2327.4509118716937,4457.558234188146,2454.742029078122,2717.0546415332096,2326.1193743219274,2364.1846342124963,2343.513951443979,3
6183.608145225901,3114.3546929074523,2988.6645353393237,4379.215109262743,2884.1297640494254,3251.0073370668524,2834.424009179153,2960.6168749172143,2607.825894593794,4
5138.165460123827,4140.61476242135,2670.3417417776536,3955.866651062471,3197.2485921478174,2713.1051123802604,3571.4643181818187,3520.8258299119684,3128.5566867522134,5
5398.54980073965,3540.914195309354,2719.663161318906,3955.584808170501,2946.8653765828144,2549.9475816233357,2818.286549953526,3111.9099101770844,3301.267972182621,6
6932.094641205113,4700.199307935408,3746.630904714335,5573.524849162398,4125.797433347081,3683.0969164058374,4133.303290804992,3695.747138102549,3780.2240111734764,7
4394.000238171213,3575.739909885885,2503.696301974048,3388.616675104659,2084.2155930710824,2439.5879089806044,2637.1645456818715,2786.736698583594,2112.7603455033372,8
7085.4495025378155,4799.396294235812,4074.835163564027,5464.295108026283,4448.131632235498,4044.5145669679637,4110.110484564292,4291.062101150273,3516.250317026707,9
