mean,kernel_reg_raw,kernel_reg_sir,kernel_reg_save,rf,sir_rf,save_rf,mf,trim,fold
222.75599093186975,32.34013568579657,93.94604979599056,78.29164755062838,27.144827586206898,91.88275862068966,31.250344827586208,31.91781458291622,15.89930228132509,0
223.40448633814583,72.43846903911141,90.43008270208512,219.5621774114308,87.71777341600954,98.03896551724137,79.3803448275862,65.5327905139198,65.47006611992396,1
183.91473359052884,47.06667866481946,60.976962639786095,70.63658670296068,78.24014174600315,75.40586206896552,63.265517241379314,60.51942344829682,47.57177660419747,2
221.18869347333256,43.34913987195961,56.017050925353956,45.76982413010205,58.77958128487787,25.53539113031698,30.90551724137931,36.57699739237036,24.410021602377626,3
228.1212659563337,57.89182586532822,79.90962193818714,136.3266735631203,78.51999999999998,52.58535714285715,66.69964285714285,69.69618564683435,59.796727790045864,4
219.50654820033483,72.04461529638986,99.50546901268979,124.42773518021859,73.6060688483489,84.41464285714285,87.16017810723845,75.00742645053039,81.75802149330909,5
174.7822265625,32.49094004115399,55.65518295319869,61.690411594577604,45.62357142857142,35.77093011276991,44.97607142857142,48.46039814671131,36.14834180456173,6
251.72515869140625,35.79724456846894,53.094410694839894,100.80288920724122,43.61485200123887,42.74535714285713,38.18911630596073,35.60880971632279,32.295925998320094,7
186.26763916015625,41.96483592412075,73.57998894923512,162.37896868588015,51.93349715905078,77.9206843669361,64.07813982773601,46.04546649691382,57.05602236707961,8
209.25437491280692,44.90091377575906,68.38621701945227,110.2224540788339,60.68788059331714,43.77142857142858,38.87301714664313,45.04745823112319,46.2501163761044,9
