mean,kernel_reg_raw,kernel_reg_sir,kernel_reg_save,rf,sir_rf,save_rf,mf,mft,fold
32891396.504844368,4189547.2070241407,2900100.989926396,3794041.6586318254,2275520.9762500003,1048807.4975374995,10310428.274474999,2253410.9169250256,3136110.5580079216,0
46948783.3270331,3799773.975471291,2422131.48662669,10658602.943788914,4454071.277499999,4309368.009774998,26521281.30357682,9723345.14013847,6698191.838201322,1
17426364.698594674,5318736.456843052,5701634.282727443,9250183.475319488,3331602.797569445,6118543.1446288675,7914000.241612606,4620939.308277084,3603426.3377143904,2
19292058.682820678,2328320.601867222,1683012.2689200467,7747618.270315895,2497885.0224699853,2308619.3772134716,9965752.48625,1904142.1643168614,1588072.8364306178,3
61686750.43380178,23940179.47892014,27086872.55093286,31558105.456062816,27703202.64950342,11958607.321406249,33754586.41079861,14781697.819110706,15422008.906399231,4
34275339.50791604,2214293.0147465505,2074293.2514960268,4260573.497339057,3689864.6018979717,7622184.786994762,7423193.38026897,3909781.3067630036,4951630.186914455,5
14849231.299357552,1193735.7321653198,872723.2838793267,2665593.291248328,1321546.609375,1923060.814375001,5527831.9448991995,901128.4291661468,3290949.3596081524,6
44315173.10314991,4518431.484139416,4540902.594186882,8952581.11495392,4283105.838194445,3838415.2415271206,16434325.235694446,5267822.295849515,5157707.094703337,7
56191958.935363576,7214171.275740548,5540297.146021366,27944243.586275384,8302415.117359983,4523904.894375,6588570.416875,11972653.747811334,3948215.3132098373,8
18925087.704909336,4831886.515534681,4656336.211724073,8568883.746871684,2338335.80566,2353723.2443918525,2560072.2404185343,3424090.8915504953,3346731.6094062137,9
