mean,kernel_reg_raw,kernel_reg_sir,kernel_reg_save,rf,sir_rf,save_rf,mf,trim,fold
0.023864144281907775,0.002326676908172947,0.0023264615406424056,0.002325271664623582,0.0010998918743135662,0.0010063164756465132,0.0009846798527621315,0.008425190000824671,0.0012532167090573575,0
0.02401578712834799,0.002447059214597041,0.002444064434840341,0.0024442133985308843,0.0011303915450117377,0.0010081664554176795,0.001038235841954117,0.008414112100814173,0.001321717180812039,1
0.02148575876784891,0.002109708748147297,0.0021108861272847706,0.0021105684197971278,0.0010147261331059979,0.0010043529631139055,0.0010111875502735145,0.007472626028170685,0.0010899088432383326,2
0.021055258928300218,0.001947847185277527,0.0019529415864409949,0.0019525982978481611,0.001019056796524841,0.0008955532207383164,0.0009150696943543178,0.006560137727315489,0.00103997770526967,3
0.025856382501981703,0.0022247728548742468,0.002227364400332919,0.0022260254983608786,0.000987369184084615,0.0009037723896865914,0.0008752677253025462,0.00816973399051788,0.001106115132641086,4
0.021883555057131326,0.0022731469844726087,0.0022791638184515763,0.002279956793845219,0.0010821062986805844,0.0009928561936723976,0.0009981538678797452,0.007282323327607033,0.0012791939210108308,5
0.02512930327157447,0.0023368758399562786,0.002336770719628448,0.002337205078277161,0.0010604625230409522,0.0009189623547164523,0.0009252114480831173,0.008516838797030645,0.001093534662528387,6
0.0230170461215113,0.0023020901384981397,0.0023006943589393477,0.0023043310651391915,0.0010419127221494167,0.0009579250963970677,0.0009232893645855888,0.009068663479813636,0.0011137748207640608,7
0.021165312265592633,0.002140082893632816,0.0021413212300703866,0.002140062123001729,0.0009286741593566526,0.0009600262273857003,0.0008418227495754089,0.007940080691342034,0.0010058323467273666,8
0.02328799822603074,0.002295803059364883,0.002300265832339564,0.0023003672656296235,0.001085339146903587,0.0009770170628244537,0.0009820700892352147,0.007870697906695591,0.001361774001024001,9
