mean,kernel_reg_raw,kernel_reg_sir,kernel_reg_save,rf,sir_rf,save_rf,mf,trim,fold
0.06521630947480929,0.011963995957797421,0.01201628637419897,0.011994500225120086,0.0224580072130522,0.01672943774061689,0.010245051348701217,0.02583624482360486,0.014910736690294689,0
0.06725324528290288,0.012172703054196527,0.012199071798266525,0.012171970022872187,0.021450647039866454,0.01854739210069196,0.011022643546562001,0.024789932366008148,0.016715090445942632,1
0.07229510689894622,0.013896072933707709,0.013878720745716961,0.013864898547039673,0.022297503592930232,0.017782629740504905,0.010325731891025324,0.026026384129346422,0.01636917786004658,2
0.06996841772899888,0.014014566783481968,0.014095874038796767,0.014082478129175121,0.023187095887598593,0.014389979782128439,0.010606705257664094,0.026500276842434296,0.015335734366378353,3
0.07130668580941026,0.013585685520016563,0.013583922526238582,0.013551265981446592,0.024295824035663296,0.015699185172376,0.010591747225753212,0.026690846850088084,0.015984997575234573,4
0.07084497259654873,0.012804654716621535,0.012874253546373164,0.01282552837694812,0.022867982245312446,0.01608943489577357,0.010954608095678608,0.026310191673115504,0.016195883008315183,5
0.0677695198597902,0.011107295611875909,0.01117952582253532,0.011164960607572685,0.019109989286602458,0.015977963884329212,0.010699149071941997,0.023300060604347392,0.013890184730895417,6
0.07012410446552775,0.013413812252052225,0.013460071403692883,0.01342617407618853,0.023774065751339776,0.01821700313477382,0.011092976534732898,0.02716616060940923,0.016479436996229488,7
0.07085695720084238,0.012306455533461434,0.012378814621445968,0.012321478457084572,0.02335470460852474,0.014754167839919391,0.009703037340904745,0.024815765511065933,0.015374677671373871,8
0.06954595385372664,0.011991646506097199,0.012051564928788842,0.012005848186602318,0.020221365110517166,0.018902734308299363,0.010194401284374514,0.024168136465558966,0.015042334479502076,9
