mean,kernel_reg_raw,kernel_reg_sir,kernel_reg_save,rf,sir_rf,save_rf,mf,trim,fold
0.02339546707118919,0.0023307178107043786,0.002329168393611128,0.0023294683639899392,0.001050833352629679,0.0009899403035548266,0.0009043627835440596,0.007936498556873697,0.001132388762013796,0
0.02144714122685356,0.0022643690260501217,0.002268449035230203,0.0022679416048584787,0.0010487373387605406,0.0009228748717308643,0.0009359345760054093,0.007777284546729631,0.001190140534135073,1
0.022143094025710186,0.002515959444947846,0.002522845355188489,0.002520676332041866,0.0010668019863787144,0.0010284544775347084,0.0009570039955466272,0.008277275832050096,0.001108673597352813,2
0.024151323454710875,0.002095747163916586,0.0020913942484704086,0.0020891855831888188,0.0010173684862662831,0.0009330991743821994,0.0008973638198506606,0.00833989106444654,0.0011040178909689714,3
0.023579343003212197,0.002491193673256789,0.002492304049349157,0.0024922020810293987,0.0010628735615622008,0.0009926599263118713,0.0009871358613687915,0.00753447684960338,0.0010658184205390609,4
0.02143716693110183,0.0020702327482889915,0.0020791370298497446,0.0020797811304741867,0.0010942518665093602,0.0010212734424594801,0.0009761784458245735,0.007178475398238198,0.001109322253359802,5
0.02347172410056162,0.0022445955704922214,0.002244076862001963,0.00224552355472282,0.0010158281240101258,0.0008976436493591935,0.0009314755086789707,0.00904648063178694,0.0014717377078298627,6
0.022038411591709654,0.0019456080882125726,0.0019491438540790887,0.0019489444182349016,0.0009719032222048544,0.0008809889029064795,0.0008771001523328021,0.007007906376880144,0.0010730866483834123,7
0.024617035726939848,0.00227082165764651,0.0022672748839485586,0.0022668159540355417,0.0009989389671837144,0.0009039829545735783,0.0008962035676541932,0.008854110259226982,0.0011296256762022647,8
0.024460242491426438,0.00230805308937046,0.0023110884293897093,0.002312075737171903,0.0010750211954101941,0.0010594474456422827,0.0010397290429185822,0.008093307257598404,0.0013581415054126774,9
