mean,kernel_reg_raw,kernel_reg_sir,kernel_reg_save,rf,sir_rf,save_rf,mf,mft,fold
4344.796345809355,3680.1274522802023,2294.2108917806745,3079.389092310672,2407.355965445203,2562.549769991075,2710.7154231317013,2955.077377820924,2766.4166981242124,0
5264.247691297945,4731.673244290543,2925.8744929554246,4299.280414284296,3048.8234437301685,3003.280369538938,3243.9176739880513,3085.33239345981,2644.689489714575,1
7280.7846983891595,3666.4166191631375,3084.5399776525355,3730.743986386673,3468.6471344172287,3038.8198355369136,4102.367699083921,3607.7773386164936,3238.396828398832,2
8709.587894359878,4658.510681304318,4311.116179451017,7361.886202814948,4025.0683425589214,3990.730989103924,5699.328157373497,4940.98040702528,3950.1598807191053,3
5139.179598885245,3363.1454850688315,2233.8495464229522,4024.8342799200836,2445.983059361928,2186.5917896322467,2170.8351117698785,2843.532152200241,2386.349359345012,4
5668.125767599993,3770.87182057771,3461.5493912197066,4105.65370458231,3533.994612206654,4188.723276007901,3739.14328688758,3205.582696376209,3529.0552963006908,5
6582.268601458642,4899.243584918936,3761.3526613761946,6144.394292444479,3479.2935607502964,4047.2115223336864,3960.065293810755,4436.09546566538,4112.3892548530475,6
6585.789901425812,6062.836894612508,3635.8020876559017,5199.191887591255,4045.039834400895,3734.397402352971,2953.857558537988,3636.5528118668967,3560.908018989084,7
4978.741205456245,3256.8083355551616,2526.4566905869374,3502.082406273068,2271.404767957136,2882.4481234747527,2724.0304418592905,2714.118828273847,2540.2339862784793,8
5042.103760579967,2255.840688878345,2876.4355650819734,3494.0467149350875,2748.2406131869107,3365.562885173132,4088.813425647237,3082.5079059609793,2719.17089296155,9
