mean,kernel_reg_raw,kernel_reg_sir,kernel_reg_save,rf,sir_rf,save_rf,mf,trim,fold
5023.830150280475,3623.8481793335723,3323.8366391717477,3974.0431796657,3797.3243433158864,3427.571692058219,4119.975133810945,3502.250649056052,3271.835130551637,0
5283.707073552624,4310.297192298137,3721.815553521489,4384.279626025735,3808.3881734186803,3931.4939015425775,2962.4868107815746,3630.9787594729355,3449.595599100004,1
5196.310151144025,3300.4538012736466,2370.774276288739,4042.0898107280095,2948.8643171162284,2803.125631609795,3442.8386600670024,2920.4746404536622,2195.145322168015,2
5539.800066458378,3538.044846775583,3250.677552357892,4167.597861817315,3022.1061090381572,3140.8739279331426,3676.504607517217,3583.1242138252546,2868.493736786042,3
6455.428289804436,3010.6513684214774,2758.0258833106964,4643.923809429593,2918.259994168172,3239.0387150596684,3328.217790040726,2833.813271103609,2780.0614274444633,4
6372.079137693951,4015.0020319013042,3257.9385168094614,5353.126262412059,3025.971852738911,3784.134931660825,3911.326210921275,3326.361475152466,3159.7932360468276,5
5591.163089889834,4195.985904464824,3041.021858687431,4362.042481381016,3693.3225,2909.6284417968664,3419.1120441173266,3499.776172510145,3013.1718129561054,6
6378.008929411791,5092.536534410374,3529.266749286627,5476.06964927334,3865.380747006199,3422.609217328133,3608.494603084813,4497.930124896898,3911.3880826030713,7
6673.825033688315,3158.193686213083,2563.966800848453,4467.449435016233,2549.8565941313545,2678.494377991238,2229.26827593287,2703.032470606486,2567.9464552945033,8
6931.901568716127,4694.632885241975,3440.3170565388896,5542.461558400359,3763.7117240299267,3379.4756922954325,3793.3935770501876,3721.8986147702904,3410.645761846153,9
