mean,kernel_reg_raw,kernel_reg_sir,kernel_reg_save,rf,sir_rf,save_rf,mf,trim,fold
10.469821713409056,6.144651617820105,6.321605526156128,8.097728040470683,5.59278565664683,5.267409965042299,5.460217433680439,6.213737816068832,5.684551294409484,0
11.721816193234277,5.723352508062643,6.134688080734209,8.673264012565717,4.420099993195287,4.096123005709245,4.617266077495307,5.763956836984786,5.1553201205737595,1
11.01220585417267,5.655293273606558,6.349565586799008,7.915554102761026,4.7418735640237974,4.514406576801611,5.064808961230779,5.7600794168333955,5.056762844580872,2
9.02860491294014,4.377852849900053,4.835554636597527,6.081749553389748,4.437446563000073,3.9056570552102254,4.054722197417591,4.662062494649733,4.404723057522745,3
12.124636664169659,6.363191282963509,6.836567412641582,8.884520287056416,5.622560973925894,4.547417996850897,5.002878100705287,6.694493688260758,5.724619897191132,4
11.79236824446205,6.109654060854783,6.3694915841191,8.763667245895652,5.4671452518248955,5.0259259609917475,5.230295523879182,6.27329239950556,5.606175194820528,5
9.428882842146697,4.464357455052699,4.648229455543507,6.661014158644296,4.231558941912977,4.153400063301452,4.359595739987699,4.4906376343466015,4.417004884101796,6
11.000147429532609,5.444652066719694,6.16631401972824,8.142389341451054,4.778895280761269,4.42631010300811,4.46839914262224,5.629386192698661,5.162704510252874,7
9.38537165802668,5.41865339182357,5.667120294175272,7.007988243630788,5.011469215308003,4.523043920859973,4.726012886113342,5.607283823981345,5.202578520343953,8
8.003378005777813,4.251278471520724,4.577297249890945,5.6950120608378105,4.114325498059133,4.043394685499649,4.050146334332831,4.611605584918663,4.224147302344956,9
