mean,kernel_reg_raw,kernel_reg_sir,kernel_reg_save,rf,sir_rf,save_rf,mf,mft,fold
42937566.69524794,9127749.553595973,3087756.2108520283,18431706.7082339,7870785.106179194,7047095.703750001,26483208.749027774,5013773.863550721,3943140.4526408818,0
42378789.794751585,7085473.4491466535,5383568.21631053,16133376.723834407,4068835.7625000007,3283094.5825694446,15908919.765592325,5183787.996445312,3992915.479982704,1
22804421.61116375,7244799.062029749,7096567.819684405,13860055.615853596,7482259.152309028,4549171.540902777,8760155.158003474,6639742.77802969,6047056.054887981,2
10919611.772559177,1858547.8707045675,1444634.1028020475,742021.658202309,3931884.136219145,3519055.498124998,5529718.971684027,2588336.1427930105,1762220.9448903871,3
54008389.64124774,2504720.234174164,1805180.3266673896,4527551.114626302,7857483.4194542,2375268.2856250005,8963428.176875,2916999.620006497,1528296.3431590074,4
17521162.45324649,2652165.807931208,2939699.2478792253,6222416.690870425,1237906.2785112849,3344657.3082282855,9131389.438609641,1176498.4954201388,2097629.4397482644,5
33612592.408681355,3700594.013175304,2799019.045221473,5156178.144289283,10022966.071669271,4061433.9025000017,14045762.241406253,8270837.875770969,8200455.247182969,6
26693207.3328005,3826986.1323230686,4651208.441425806,11693663.941008978,1165964.8962499998,5722337.93203125,14069593.502864584,1765758.586390157,2937921.665491261,7
19039487.298523154,983983.9737829233,590775.3463934918,1258132.4743084903,3182202.1245096056,1687243.5006250003,18793778.857152775,1501791.139670139,3688198.756743311,8
79892086.68225309,23620843.57608737,25213722.63436131,29925193.56314845,21619527.838491175,10205286.768,18311974.577999998,19047999.50694836,13961376.299034204,9
